bank,review,sentiment_label,sentiment_score,identified_theme
Abyssiniya Bank,Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,positive,0.6072,Other
Abyssiniya Bank,It is not work for my device,neutral,0.0,Other
Abyssiniya Bank,"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",negative,-0.8106,Other
Abyssiniya Bank,The worst app ever,negative,-0.6249,Other
Abyssiniya Bank,Betanya Gebre,neutral,0.0,Other
Abyssiniya Bank,I dont recommand it to any one,neutral,0.0,Other
Abyssiniya Bank,Excellent app,positive,0.5719,Other
Abyssiniya Bank,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",negative,-0.431,"Account Access Issues, Feature Requests"
Abyssiniya Bank,App isn't working,neutral,0.0,Other
Abyssiniya Bank,so far good but always it lugs,positive,0.2707,Other
Abyssiniya Bank,Don't trust this bank and its service.,negative,-0.4023,Other
Abyssiniya Bank,"I can not open and use the application,please help me!",positive,0.4574,Customer Support
Abyssiniya Bank,Horrible,negative,-0.5423,Other
Abyssiniya Bank,Mostly not working 😑,neutral,0.0,Other
Abyssiniya Bank,Awesome 👌,positive,0.6249,Other
Abyssiniya Bank,"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",neutral,0.0,Feature Requests
Abyssiniya Bank,Very poor app b/c highly slow to open the app,negative,-0.5256,Other
Abyssiniya Bank,Wedi Tekle .,neutral,0.0,Other
Abyssiniya Bank,Bad app📱👎👎👎,negative,-0.5423,Other
Abyssiniya Bank,Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,neutral,0.0,Other
Abyssiniya Bank,Nice appp,positive,0.4215,Other
Abyssiniya Bank,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,neutral,0.0,Other
Abyssiniya Bank,Gooood app my dear,positive,0.3818,Other
Abyssiniya Bank,Harun tamam galanaa,neutral,0.0,Other
Abyssiniya Bank,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",negative,-0.6124,Other
Abyssiniya Bank,Gamebela,neutral,0.0,Other
Abyssiniya Bank,so poor app to use can't start up when open the app,negative,-0.5256,Other
Abyssiniya Bank,"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",positive,0.3804,Transaction Performance
Abyssiniya Bank,Good job,positive,0.4404,Other
Abyssiniya Bank,"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",negative,-0.7736,"Account Access Issues, UI/UX"
Abyssiniya Bank,Bad app .,negative,-0.5423,Other
Abyssiniya Bank,"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",negative,-0.5848,Other
Abyssiniya Bank,Review,neutral,0.0,Other
Abyssiniya Bank,👎👎👎👎👎👎👎👎👎,neutral,0.0,Other
Abyssiniya Bank,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,neutral,0.0,Feature Requests
Abyssiniya Bank,The previous version is better it doesn't work,positive,0.4404,Other
Abyssiniya Bank,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",negative,-0.9198,"Transaction Performance, Feature Requests"
Abyssiniya Bank,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",positive,0.7964,Other
Abyssiniya Bank,It's a useless app,negative,-0.4215,Other
Abyssiniya Bank,"It's not working as it was , so much need to improve, it was the best but not anymore",positive,0.5499,Other
Abyssiniya Bank,Poor network,negative,-0.4767,Other
Abyssiniya Bank,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,negative,-0.6449,Other
Abyssiniya Bank,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,positive,0.6369,Other
Abyssiniya Bank,"It's not working totally, what a useless app is it,",negative,-0.4728,Other
Abyssiniya Bank,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",negative,-0.897,Other
Abyssiniya Bank,this is so disappointing app 😞,negative,-0.6269,Other
Abyssiniya Bank,አቢስኒያ የሁሉም ምርጫ,neutral,0.0,Other
Abyssiniya Bank,The worst app,negative,-0.6249,Other
Abyssiniya Bank,it can't even open and only display error messages,negative,-0.4019,Other
Abyssiniya Bank,not active,negative,-0.3089,Other
Abyssiniya Bank,To get good quality,positive,0.4404,Other
Abyssiniya Bank,አይሰራም እኮ ምንድን ነው ችግሩ?,neutral,0.0,Other
Abyssiniya Bank,uselss app dont download,neutral,0.0,Other
Abyssiniya Bank,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",negative,-0.2023,Transaction Performance
Abyssiniya Bank,"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",neutral,0.0,Other
Abyssiniya Bank,Corrupted and poor app,negative,-0.4767,Other
Abyssiniya Bank,When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,positive,0.4118,Other
Abyssiniya Bank,FIX YOUR Apollo!! You guys where the best 👌,positive,0.6988,Other
Abyssiniya Bank,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,neutral,0.0,Other
Abyssiniya Bank,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",neutral,-0.0049,Customer Support
Abyssiniya Bank,Poor application. It turned off by itself,negative,-0.4767,Other
Abyssiniya Bank,Allowed,neutral,0.0,Other
Abyssiniya Bank,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,negative,-0.2263,Other
Abyssiniya Bank,we want international mobile banking,positive,0.0772,Other
Abyssiniya Bank,"screenshot isn't working, Please modify it",negative,-0.2411,Other
Abyssiniya Bank,Naziriet measho 89160437,neutral,0.0,Other
Abyssiniya Bank,Ahmed Mohammed husen,neutral,0.0,Other
Abyssiniya Bank,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,positive,0.25,Other
Abyssiniya Bank,I have experiance,neutral,0.0,Other
Abyssiniya Bank,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,negative,-0.4019,Other
Abyssiniya Bank,Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,positive,0.744,Other
Abyssiniya Bank,The previous application is much better than this one,positive,0.4404,Other
Abyssiniya Bank,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",positive,0.7713,Other
Abyssiniya Bank,It is not working at all,neutral,0.0,Other
Abyssiniya Bank,Excellent,positive,0.5719,Other
Abyssiniya Bank,The poorest mobile banking survice ever. Only error reports frequently,negative,-0.7351,Other
Abyssiniya Bank,😡😡😡😡😡😡😡,neutral,0.0,Other
Abyssiniya Bank,The worst banking app,negative,-0.6249,Other
Abyssiniya Bank,The app is constantly crashing and freezing when to send to BOA customers' accounts.,negative,-0.1027,Other
Abyssiniya Bank,No work app,negative,-0.296,Other
Abyssiniya Bank,Is ok but stop sundenly,negative,-0.296,Other
Abyssiniya Bank,experienced,neutral,0.0,Other
Abyssiniya Bank,Very poor app. Its Always cresh and not compatible,negative,-0.5256,Other
Abyssiniya Bank,"It's not functional at all. It keeps saying ""error"". Unable to activate.",neutral,0.0,Other
Abyssiniya Bank,I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,neutral,0.0,Other
Abyssiniya Bank,The new app is very good,positive,0.4927,Other
Abyssiniya Bank,It's very good but sometimes isn't work probably,positive,0.2724,Other
Abyssiniya Bank,It doesn't work,neutral,0.0,Other
Abyssiniya Bank,ጭራሽ አይነፋም,neutral,0.0,Other
Abyssiniya Bank,"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",negative,-0.0672,Feature Requests
Abyssiniya Bank,The worst mobile banking app,negative,-0.6249,Other
Abyssiniya Bank,It is not fast,neutral,0.0,Other
Abyssiniya Bank,Useless,negative,-0.4215,Other
Abyssiniya Bank,The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,negative,-0.6908,Other
Abyssiniya Bank,Too late!,neutral,0.0,Other
Abyssiniya Bank,No work,negative,-0.296,Other
Abyssiniya Bank,"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",positive,0.8793,Other
Abyssiniya Bank,After update it doesn't work well,negative,-0.2057,Other
Abyssiniya Bank,Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,negative,-0.4019,Other
Abyssiniya Bank,Good but Very slow.,positive,0.2382,Other
Abyssiniya Bank,Very good app,positive,0.4927,Other
Abyssiniya Bank,"It is so bad apps ,it doesn't work",negative,-0.6696,Other
Abyssiniya Bank,"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",positive,0.4939,Other
Abyssiniya Bank,It usually crashes and unable to process also it request to off the developer options,neutral,0.0,Feature Requests
Abyssiniya Bank,Miliyone.,neutral,0.0,Other
Abyssiniya Bank,Workneh girmamo,neutral,0.0,Other
Abyssiniya Bank,"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",negative,-0.2115,"Transaction Performance, Feature Requests"
Abyssiniya Bank,Is it even working these days? Please check it.,positive,0.3182,Other
Abyssiniya Bank,"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",neutral,0.0,Other
Abyssiniya Bank,Please make it functional.,positive,0.3182,Other
Abyssiniya Bank,its best app but its don't working in poor connection area so,positive,0.7123,Other
Abyssiniya Bank,Please Recover thank you,positive,0.5859,Other
Abyssiniya Bank,This app doesn't work,neutral,0.0,Other
Abyssiniya Bank,"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",positive,0.5647,Other
Abyssiniya Bank,the underrated app I've ever seen and ur banking system is Soo Idiocracy,neutral,0.0,Other
Abyssiniya Bank,It demands to disable developer option.,neutral,0.0,Feature Requests
Abyssiniya Bank,"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",negative,-0.8221,Transaction Performance
Abyssiniya Bank,Open Open service,neutral,0.0,Other
Abyssiniya Bank,አፑ በጣም አስቸጋሪ ሆኗል,neutral,0.0,Other
Abyssiniya Bank,Its not working.,neutral,0.0,Other
Abyssiniya Bank,"Riddled with crashes, cant use it anymore. Very frustrating!",negative,-0.54,Other
Abyssiniya Bank,Always error occured. The worst app ever,negative,-0.7783,Other
Abyssiniya Bank,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,neutral,0.0,Other
Abyssiniya Bank,Excellent service,positive,0.5719,Other
Abyssiniya Bank,It's not convenient,neutral,0.0,Other
Abyssiniya Bank,meskelu Metku,neutral,0.0,Other
Abyssiniya Bank,Verry nice,positive,0.4215,Other
Abyssiniya Bank,It has become the most unreliable mibile banking app ever.,neutral,0.0,Other
Abyssiniya Bank,"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",neutral,0.0,Other
Abyssiniya Bank,The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,negative,-0.6742,"Account Access Issues, Transaction Performance"
Abyssiniya Bank,Really Bank,neutral,0.0,Other
Abyssiniya Bank,I like the the bank of Abyssinia is the best first bank of Ethiopia,positive,0.7717,Other
Abyssiniya Bank,The app is not good need a few work,negative,-0.3412,Other
Abyssiniya Bank,"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",negative,-0.7964,Other
Abyssiniya Bank,"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",negative,-0.7929,Transaction Performance
Abyssiniya Bank,excellent service,positive,0.5719,Other
Abyssiniya Bank,You are beutiful,neutral,0.0,Other
Abyssiniya Bank,The best app,positive,0.6369,Other
Abyssiniya Bank,አይሰራም አፑ ለምንድነው,neutral,0.0,Other
Abyssiniya Bank,Developer option to be off really,neutral,0.0,Feature Requests
Abyssiniya Bank,Good app boa,positive,0.4404,Other
Abyssiniya Bank,I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,negative,-0.7351,Feature Requests
Abyssiniya Bank,"Worest app, it cannot be downloaded",neutral,0.0,Other
Abyssiniya Bank,😭😭😭😭😭😭😭,neutral,0.0,Other
Abyssiniya Bank,slow only some times the wey it is veary nice app,positive,0.4215,Other
Abyssiniya Bank,ok yes,positive,0.5994,Other
Abyssiniya Bank,It's nice apps,positive,0.4215,Other
Abyssiniya Bank,Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,negative,-0.3382,Other
Abyssiniya Bank,Excited by your service,positive,0.34,Other
Abyssiniya Bank,Kerfafa new,neutral,0.0,Other
Abyssiniya Bank,ABDU MUDESR,neutral,0.0,Other
Abyssiniya Bank,"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",negative,-0.5673,Other
Abyssiniya Bank,It is Good to save time 👌👌,positive,0.7269,Other
Abyssiniya Bank,"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",negative,-0.5006,Feature Requests
Abyssiniya Bank,What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,neutral,0.0,Transaction Performance
Abyssiniya Bank,Ayseram,neutral,0.0,Other
Abyssiniya Bank,Worst banking app ever,negative,-0.6249,Other
Abyssiniya Bank,not bad,positive,0.431,Other
Dashen Bank,very good .,positive,0.4927,Other
Dashen Bank,this app is good for you guys,positive,0.4404,Other
Dashen Bank,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,positive,0.5106,"UI/UX, Customer Support"
Dashen Bank,Massive upgrade from the Amole app.,neutral,0.0,Other
Dashen Bank,very good for this app,positive,0.4927,Other
Dashen Bank,this app better than Amole . but the biometric on new update doesn't work,positive,0.2382,Other
Dashen Bank,wow to it saff and this app,positive,0.5859,Other
Dashen Bank,it too slow,neutral,0.0,Other
Dashen Bank,ዳሽን ባንክ ይለያል,neutral,0.0,Other
Dashen Bank,real life changer,neutral,0.0,Other
Dashen Bank,nice application,positive,0.4215,Other
Dashen Bank,useless app ever loading take long,negative,-0.4215,Other
Dashen Bank,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",positive,0.979,"Account Access Issues, Transaction Performance, UI/UX"
Dashen Bank,very useful App,positive,0.4927,Other
Dashen Bank,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",negative,-0.6842,Feature Requests
Dashen Bank,it is good but some times says duplicate transaction why?,positive,0.2382,Transaction Performance
Dashen Bank,very Nice,positive,0.4754,Other
Dashen Bank,its best,positive,0.6369,Other
Dashen Bank,it is not as good as to the other mobile bank app.,negative,-0.3412,Other
Dashen Bank,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",positive,0.9628,Other
Dashen Bank,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,positive,0.631,Other
Dashen Bank,The best app ever in finance sector,positive,0.6369,Other
Dashen Bank,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,positive,0.5554,Transaction Performance
Dashen Bank,dashen bank or dashen super app?,positive,0.5994,Other
Dashen Bank,wowwwe app,neutral,0.0,Other
Dashen Bank,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,neutral,-0.0258,Other
Dashen Bank,always lagging,negative,-0.2732,Other
Dashen Bank,Amazing Application...,positive,0.5859,Other
Dashen Bank,Fantastic,positive,0.5574,Other
Dashen Bank,"Dashen bank app is very good, but sometimes it is not working well",neutral,-0.0321,Other
Dashen Bank,its my choice,neutral,0.0,Other
Dashen Bank,wow apo,positive,0.5859,Other
Dashen Bank,awesome app keep going,positive,0.6249,Other
Dashen Bank,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",positive,0.25,Other
Dashen Bank,Game changer,neutral,0.0,Other
Dashen Bank,Totally amazing,positive,0.624,Other
Dashen Bank,super 😎,positive,0.5994,Other
Dashen Bank,what a helpful app!!!!,positive,0.6083,Customer Support
Dashen Bank,"To be honest, best banking and lifestyle app in Ethiopia.",positive,0.8176,Other
Dashen Bank,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",neutral,0.0,Other
Dashen Bank,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",positive,0.8316,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,Amazing app super easy to use and best design. loved it.,positive,0.9623,UI/UX
Dashen Bank,its the best ever,positive,0.6369,Other
Dashen Bank,excellent game changer App,positive,0.5719,Other
Dashen Bank,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,0.8151,Other
Dashen Bank,it seems me logging out within minutes,neutral,0.0,Other
Dashen Bank,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,neutral,0.0258,Other
Dashen Bank,yes i want dashen super open,positive,0.7845,Other
Dashen Bank,Best App,positive,0.6369,Other
Dashen Bank,faster than this version,neutral,0.0,Other
Dashen Bank,"Best UI mobile banking app, props to design team",positive,0.6369,UI/UX
Dashen Bank,thank you,positive,0.3612,Other
Dashen Bank,great app,positive,0.6249,Other
Dashen Bank,Dashen bank always one step ahead,neutral,0.0,Other
Dashen Bank,dashen super app is secure band very easy,positive,0.8588,UI/UX
Dashen Bank,It is very fast and secured mobile banking app! I like this app!,positive,0.7225,Other
Dashen Bank,best app I have ever seen,positive,0.6369,Other
Dashen Bank,best of best,positive,0.8555,Other
Dashen Bank,best app,positive,0.6369,Other
Dashen Bank,Its slow when i try to see the Recent Transaction and stucked,neutral,0.0,Other
Dashen Bank,wowslnwoooo wowwww amazing !!!!!!!!,positive,0.7156,Other
Dashen Bank,wow appl,positive,0.5859,Other
Dashen Bank,why do i have to change a pin number i use my finger print so dummy,positive,0.0772,Other
Dashen Bank,very nice,positive,0.4754,Other
Dashen Bank,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",positive,0.5994,Feature Requests
Dashen Bank,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",positive,0.34,"Transaction Performance, UI/UX"
Dashen Bank,Very easy and Fast.,positive,0.4927,UI/UX
Dashen Bank,Incomparably user-friendly and fast app for mobile banking.,neutral,0.0,Other
Dashen Bank,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",negative,-0.7156,Transaction Performance
Dashen Bank,execellent,neutral,0.0,Other
Dashen Bank,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",positive,0.923,Other
Dashen Bank,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,neutral,0.0,Other
Dashen Bank,it is incredible product.,neutral,0.0,Other
Dashen Bank,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",positive,0.8461,Feature Requests
Dashen Bank,"It's an amazing app, experience it!!",positive,0.658,Other
Dashen Bank,This is the best banking app ever. I recommend everyone to use it.,positive,0.7717,Other
Dashen Bank,It is the best application!!!,positive,0.7249,Other
Dashen Bank,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",neutral,0.0,Other
Dashen Bank,its features are so dynamic,positive,0.5214,Feature Requests
Dashen Bank,fast &Friendly user Application.,neutral,0.0,Other
Dashen Bank,"Fast, Reliable and User Friendly. Keep it Up",positive,0.4939,Other
Dashen Bank,"#dashen super app is easy to use, secure & fast transaction😍",positive,0.8481,"Transaction Performance, UI/UX"
Dashen Bank,i love this app esp 3 click that make e-commerce easier and convinient.,positive,0.7906,Other
Dashen Bank,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,positive,0.8591,Account Access Issues
Dashen Bank,Great for everyday banking and payments on the go,positive,0.6249,Transaction Performance
Dashen Bank,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",positive,0.9153,UI/UX
Dashen Bank,making transactions has never been easier. the new update is just amazing,positive,0.3544,Transaction Performance
Dashen Bank,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",positive,0.4404,"Transaction Performance, UI/UX"
Dashen Bank,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,positive,0.7269,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,neutral,0.0,Other
Dashen Bank,Convenient!,neutral,0.0,Other
Dashen Bank,It is an amazing application that meets the needs of customers.,positive,0.5859,Other
Dashen Bank,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,positive,0.5707,Transaction Performance
Dashen Bank,the best Supper App ever,positive,0.6369,Other
Dashen Bank,"This is the best app ever, when is it planned to include digital lending and gasification?",positive,0.6369,Other
Dashen Bank,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",positive,0.9042,UI/UX
Dashen Bank,Dashen bank is my number one choice,positive,0.0772,Other
Dashen Bank,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,positive,0.8225,Other
Dashen Bank,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",positive,0.8516,Other
Dashen Bank,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0.9017,Other
Dashen Bank,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,positive,0.7269,UI/UX
Dashen Bank,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",positive,0.7639,Transaction Performance
Dashen Bank,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,positive,0.875,Feature Requests
Dashen Bank,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",positive,0.9758,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,Easy to use and has many options. It is the best financial app I have ever used.,positive,0.7964,Feature Requests
Dashen Bank,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",positive,0.7257,Feature Requests
Dashen Bank,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",positive,0.7639,Transaction Performance
Dashen Bank,"This app has everything I was looking for, dashen is becoming a grandmaster.",neutral,0.0,Other
Dashen Bank,Very convenient,neutral,0.0,Other
Dashen Bank,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",positive,0.6369,Other
Dashen Bank,wawwwww what nice super app !!keep it up dashen bank !!,positive,0.8346,Other
Dashen Bank,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",positive,0.6892,Transaction Performance
Dashen Bank,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",positive,0.8669,Other
Dashen Bank,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",positive,0.7934,UI/UX
Dashen Bank,"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",positive,0.8371,Other
Dashen Bank,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,positive,0.6696,Transaction Performance
Dashen Bank,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",positive,0.5994,Other
Dashen Bank,Excellent app.,positive,0.5719,Other
Dashen Bank,This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,positive,0.5994,"Customer Support, Feature Requests"
Dashen Bank,thanks again,positive,0.4404,Other
Dashen Bank,Super Easy To Use and Fast Transaction.,positive,0.7783,Other
Dashen Bank,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",positive,0.8271,Other
Dashen Bank,"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",positive,0.941,"Account Access Issues, Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",positive,0.8039,Transaction Performance
Dashen Bank,what an App,neutral,0.0,Other
Dashen Bank,The new e-commerce feature is incredibly amazing and user friendly.,positive,0.807,"UI/UX, Feature Requests"
Dashen Bank,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",positive,0.9099,"Transaction Performance, UI/UX, Feature Requests"
Dashen Bank,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",positive,0.765,"Account Access Issues, Transaction Performance, UI/UX, Feature Requests"
